tree_id,split,domain,link_id,sideA,bboxIdA,sideB,bboxIdB,is_loop_across_sides
DAMIMAS_A21B_0815,train,DAMIMAS,lnk-35,6,b4,7,b1,0
DAMIMAS_A21B_0815,train,DAMIMAS,lnk-36,7,b5,0,b3,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-0,0,b1,1,b0,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-1,1,b0,2,b3,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-2,2,b3,3,b2,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-3,3,b2,4,b5,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-4,1,b1,2,b4,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-5,2,b4,3,b1,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-6,3,b1,4,b4,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-7,1,b2,2,b5,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-8,2,b5,3,b3,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-9,1,b3,2,b6,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-10,2,b0,3,b0,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-11,3,b0,4,b0,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-12,4,b0,5,b0,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-13,5,b0,6,b0,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-14,2,b1,3,b5,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-15,3,b5,4,b2,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-16,4,b2,5,b4,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-17,4,b3,5,b5,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-18,4,b1,5,b2,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-19,5,b1,6,b2,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-20,6,b2,7,b4,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-21,5,b3,6,b1,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-22,6,b1,7,b3,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-23,7,b3,0,b4,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-24,7,b0,0,b0,0
DAMIMAS_A21B_0816,train,DAMIMAS,lnk-25,7,b1,0,b3,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-0,0,b0,1,b3,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-1,6,b0,7,b1,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-2,7,b1,0,b0,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-3,0,b1,1,b2,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-4,0,b3,1,b0,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-5,1,b0,2,b1,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-6,0,b2,1,b1,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-7,1,b1,2,b0,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-8,2,b0,3,b0,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-9,3,b0,4,b0,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-10,4,b0,5,b3,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-11,3,b2,4,b1,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-12,3,b1,4,b2,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-13,4,b2,5,b0,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-14,5,b0,6,b2,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-15,4,b3,5,b1,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-16,5,b1,6,b1,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-17,6,b1,7,b2,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-18,5,b2,6,b3,0
DAMIMAS_A21B_0817,val,DAMIMAS,lnk-19,6,b3,7,b0,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-0,0,b1,1,b1,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-1,1,b1,2,b0,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-2,7,b4,0,b1,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-3,0,b0,1,b3,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-4,1,b3,2,b4,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-5,2,b4,3,b2,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-6,0,b2,1,b2,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-7,6,b4,7,b3,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-8,7,b3,0,b2,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-9,0,b3,1,b0,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-10,5,b0,6,b3,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-11,6,b3,7,b1,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-12,7,b1,0,b3,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-13,1,b5,2,b3,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-14,2,b3,3,b1,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-15,3,b1,4,b2,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-16,1,b4,2,b2,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-17,2,b2,3,b3,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-18,3,b3,4,b1,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-19,2,b1,3,b0,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-20,3,b0,4,b0,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-21,4,b0,5,b1,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-22,5,b1,6,b0,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-23,3,b4,4,b3,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-24,4,b3,5,b4,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-25,4,b4,5,b2,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-26,5,b2,6,b1,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-27,6,b1,7,b0,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-28,5,b3,6,b2,0
DAMIMAS_A21B_0818,train,DAMIMAS,lnk-29,6,b2,7,b2,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-0,0,b2,1,b0,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-1,1,b0,2,b2,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-2,2,b2,3,b3,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-3,0,b1,1,b1,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-4,5,b5,6,b5,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-5,6,b5,7,b0,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-6,7,b0,0,b1,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-7,2,b0,3,b0,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-8,3,b0,4,b0,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-9,4,b0,5,b0,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-10,5,b0,6,b0,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-11,2,b1,3,b2,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-12,3,b2,4,b4,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-13,3,b1,4,b5,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-14,4,b5,5,b2,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-15,5,b2,6,b2,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-16,3,b4,4,b1,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-17,4,b1,5,b1,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-18,5,b1,6,b1,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-19,6,b1,7,b3,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-20,4,b3,5,b3,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-21,5,b3,6,b3,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-22,6,b3,7,b2,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-23,4,b2,5,b4,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-24,5,b4,6,b4,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-25,6,b4,7,b1,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-26,7,b1,0,b0,0
DAMIMAS_A21B_0819,train,DAMIMAS,lnk-27,5,b6,6,b6,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-0,0,b5,1,b0,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-1,1,b0,2,b1,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-2,2,b1,3,b0,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-3,3,b0,4,b5,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-4,4,b5,5,b6,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-5,0,b1,1,b2,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-6,1,b2,2,b2,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-7,2,b2,3,b2,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-8,7,b1,0,b1,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-9,0,b4,1,b4,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-10,1,b4,2,b4,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-11,5,b1,6,b2,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-12,6,b2,7,b2,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-13,7,b2,0,b4,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-14,0,b2,1,b5,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-15,4,b0,5,b0,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-16,5,b0,6,b0,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-17,6,b0,7,b0,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-18,7,b0,0,b2,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-19,0,b0,1,b1,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-20,1,b1,2,b3,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-21,2,b3,3,b1,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-22,7,b3,0,b0,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-23,1,b3,2,b5,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-24,2,b0,3,b3,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-25,3,b3,4,b4,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-26,4,b4,5,b5,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-27,3,b4,4,b1,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-28,4,b1,5,b3,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-29,5,b3,6,b3,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-30,6,b3,7,b5,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-31,4,b3,5,b4,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-32,5,b4,6,b4,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-33,4,b2,5,b2,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-34,5,b2,6,b1,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-35,6,b1,7,b4,0
DAMIMAS_A21B_0820,train,DAMIMAS,lnk-36,7,b4,0,b3,0
DAMIMAS_A21B_0821,val,DAMIMAS,lnk-0,0,b0,1,b0,0
DAMIMAS_A21B_0821,val,DAMIMAS,lnk-1,1,b0,2,b0,0
DAMIMAS_A21B_0821,val,DAMIMAS,lnk-2,2,b0,3,b0,0
DAMIMAS_A21B_0821,val,DAMIMAS,lnk-3,3,b0,4,b2,0
DAMIMAS_A21B_0821,val,DAMIMAS,lnk-4,0,b1,1,b1,0
DAMIMAS_A21B_0821,val,DAMIMAS,lnk-5,7,b3,0,b1,0
DAMIMAS_A21B_0821,val,DAMIMAS,lnk-6,3,b1,4,b1,0
DAMIMAS_A21B_0821,val,DAMIMAS,lnk-7,4,b1,5,b1,0
DAMIMAS_A21B_0821,val,DAMIMAS,lnk-8,5,b1,6,b2,0
DAMIMAS_A21B_0821,val,DAMIMAS,lnk-9,4,b0,5,b0,0
DAMIMAS_A21B_0821,val,DAMIMAS,lnk-10,5,b0,6,b0,0
DAMIMAS_A21B_0821,val,DAMIMAS,lnk-11,6,b0,7,b0,0
DAMIMAS_A21B_0821,val,DAMIMAS,lnk-12,6,b3,7,b1,0
DAMIMAS_A21B_0821,val,DAMIMAS,lnk-13,7,b2,0,b2,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-0,0,b3,1,b1,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-1,1,b1,2,b4,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-2,7,b4,0,b3,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-3,0,b2,1,b3,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-4,7,b3,0,b2,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-5,0,b0,1,b4,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-6,5,b1,6,b3,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-7,6,b3,7,b2,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-8,7,b2,0,b0,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-9,1,b0,2,b0,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-10,2,b0,3,b0,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-11,3,b0,4,b0,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-12,1,b2,2,b5,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-13,2,b2,3,b2,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-14,3,b2,4,b2,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-15,2,b3,3,b1,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-16,2,b1,3,b3,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-17,3,b3,4,b1,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-18,4,b1,5,b4,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-19,4,b3,5,b3,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-20,5,b3,6,b1,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-21,5,b0,6,b0,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-22,6,b0,7,b0,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-23,5,b2,6,b2,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-24,6,b2,7,b1,0
DAMIMAS_A21B_0822,test,DAMIMAS,lnk-25,7,b1,0,b1,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-0,0,b3,1,b3,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-1,1,b3,2,b4,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-2,7,b2,0,b3,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-3,0,b0,1,b5,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-4,1,b5,2,b1,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-5,2,b1,3,b4,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-6,0,b1,1,b0,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-7,1,b0,2,b5,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-8,6,b1,7,b1,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-9,7,b1,0,b1,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-10,0,b2,1,b1,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-11,1,b1,2,b6,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-12,0,b6,1,b2,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-13,5,b7,6,b3,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-14,6,b3,7,b3,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-15,7,b3,0,b6,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-16,0,b4,1,b6,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-17,1,b6,2,b2,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-18,2,b2,3,b2,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-19,3,b2,4,b1,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-20,4,b1,5,b1,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-21,5,b1,6,b7,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-22,1,b4,2,b3,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-23,2,b3,3,b5,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-24,2,b0,3,b0,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-25,3,b0,4,b0,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-26,4,b0,5,b0,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-27,5,b0,6,b8,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-28,3,b3,4,b6,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-29,4,b6,5,b3,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-30,5,b3,6,b6,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-31,3,b1,4,b3,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-32,4,b3,5,b2,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-33,5,b2,6,b5,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-34,6,b5,7,b5,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-35,4,b5,5,b4,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-36,5,b4,6,b4,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-37,4,b4,5,b5,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-38,5,b5,6,b2,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-39,6,b2,7,b4,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-40,7,b4,0,b5,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-41,5,b6,6,b0,0
DAMIMAS_A21B_0823,train,DAMIMAS,lnk-42,6,b0,7,b0,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-0,0,b1,1,b2,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-1,1,b2,2,b3,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-2,2,b3,3,b2,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-3,3,b2,4,b4,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-4,7,b5,0,b1,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-5,0,b3,1,b4,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-6,1,b4,2,b2,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-7,0,b0,1,b1,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-8,1,b1,2,b4,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-9,2,b4,3,b3,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-10,3,b3,4,b3,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-11,5,b3,6,b0,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-12,6,b0,7,b0,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-13,7,b0,0,b0,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-14,1,b3,2,b0,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-15,2,b0,3,b0,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-16,3,b0,4,b1,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-17,4,b1,5,b2,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-18,2,b1,3,b1,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-19,3,b1,4,b2,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-20,4,b2,5,b1,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-21,5,b1,6,b4,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-22,3,b4,4,b0,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-23,4,b0,5,b0,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-24,5,b0,6,b3,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-25,6,b3,7,b2,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-26,5,b5,6,b2,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-27,6,b2,7,b3,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-28,5,b4,6,b1,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-29,6,b1,7,b1,0
DAMIMAS_A21B_0824,val,DAMIMAS,lnk-30,7,b4,0,b2,0
DAMIMAS_A21B_0825,val,DAMIMAS,lnk-0,0,b1,1,b2,0
DAMIMAS_A21B_0825,val,DAMIMAS,lnk-1,7,b4,0,b1,0
DAMIMAS_A21B_0825,val,DAMIMAS,lnk-2,0,b2,1,b0,0
DAMIMAS_A21B_0825,val,DAMIMAS,lnk-3,1,b0,2,b0,0
DAMIMAS_A21B_0825,val,DAMIMAS,lnk-4,1,b1,2,b1,0
DAMIMAS_A21B_0825,val,DAMIMAS,lnk-5,2,b1,3,b1,0
DAMIMAS_A21B_0825,val,DAMIMAS,lnk-6,3,b1,4,b1,0
DAMIMAS_A21B_0825,val,DAMIMAS,lnk-7,3,b2,4,b0,0
DAMIMAS_A21B_0825,val,DAMIMAS,lnk-8,4,b0,5,b0,0
DAMIMAS_A21B_0825,val,DAMIMAS,lnk-9,3,b3,4,b2,0
DAMIMAS_A21B_0825,val,DAMIMAS,lnk-10,4,b3,5,b1,0
DAMIMAS_A21B_0825,val,DAMIMAS,lnk-11,5,b2,6,b2,0
DAMIMAS_A21B_0825,val,DAMIMAS,lnk-12,5,b3,6,b0,0
DAMIMAS_A21B_0825,val,DAMIMAS,lnk-13,6,b0,7,b0,0
DAMIMAS_A21B_0825,val,DAMIMAS,lnk-14,7,b0,0,b0,0
DAMIMAS_A21B_0825,val,DAMIMAS,lnk-15,6,b1,7,b1,0
DAMIMAS_A21B_0825,val,DAMIMAS,lnk-16,6,b3,7,b2,0
DAMIMAS_A21B_0826,val,DAMIMAS,lnk-0,0,b2,1,b0,0
DAMIMAS_A21B_0826,val,DAMIMAS,lnk-1,7,b1,0,b2,0
DAMIMAS_A21B_0826,val,DAMIMAS,lnk-2,0,b0,1,b1,0
DAMIMAS_A21B_0826,val,DAMIMAS,lnk-3,0,b1,1,b2,0
DAMIMAS_A21B_0826,val,DAMIMAS,lnk-4,1,b2,2,b0,0
DAMIMAS_A21B_0826,val,DAMIMAS,lnk-5,2,b0,3,b0,0
DAMIMAS_A21B_0826,val,DAMIMAS,lnk-6,2,b1,3,b1,0
DAMIMAS_A21B_0826,val,DAMIMAS,lnk-7,3,b1,4,b1,0
DAMIMAS_A21B_0826,val,DAMIMAS,lnk-8,4,b1,5,b2,0
DAMIMAS_A21B_0826,val,DAMIMAS,lnk-9,3,b2,4,b0,0
DAMIMAS_A21B_0826,val,DAMIMAS,lnk-10,4,b0,5,b1,0
DAMIMAS_A21B_0826,val,DAMIMAS,lnk-11,5,b1,6,b1,0
DAMIMAS_A21B_0826,val,DAMIMAS,lnk-12,6,b1,7,b2,0
DAMIMAS_A21B_0826,val,DAMIMAS,lnk-13,5,b0,6,b0,0
DAMIMAS_A21B_0826,val,DAMIMAS,lnk-14,6,b0,7,b0,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-0,0,b3,1,b2,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-1,1,b2,2,b0,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-2,7,b5,0,b3,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-3,0,b5,1,b0,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-4,1,b0,2,b3,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-5,2,b3,3,b2,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-6,3,b2,4,b1,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-7,0,b4,1,b1,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-8,1,b1,2,b1,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-9,2,b1,3,b4,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-10,3,b4,4,b2,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-11,4,b2,5,b2,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-12,0,b0,1,b3,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-13,6,b3,7,b1,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-14,7,b1,0,b0,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-15,0,b2,1,b4,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-16,5,b5,6,b2,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-17,6,b2,7,b2,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-18,7,b2,0,b2,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-19,2,b4,3,b0,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-20,3,b0,4,b0,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-21,4,b0,5,b0,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-22,5,b0,6,b0,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-23,3,b3,4,b4,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-24,4,b4,5,b1,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-25,5,b1,6,b5,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-26,3,b1,4,b3,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-27,4,b3,5,b4,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-28,5,b4,6,b1,0
DAMIMAS_A21B_0827,train,DAMIMAS,lnk-29,6,b1,7,b0,0
DAMIMAS_A21B_0828,train,DAMIMAS,lnk-0,0,b3,1,b1,0
DAMIMAS_A21B_0828,train,DAMIMAS,lnk-1,1,b1,2,b4,0
DAMIMAS_A21B_0828,train,DAMIMAS,lnk-2,7,b3,0,b3,0
DAMIMAS_A21B_0828,train,DAMIMAS,lnk-3,0,b0,1,b3,0
DAMIMAS_A21B_0828,train,DAMIMAS,lnk-4,5,b3,6,b4,0
