method,tree_id,split,domain,ok,MAE,error_sum,gt_B1,gt_B2,gt_B3,gt_B4,pred_B1,pred_B2,pred_B3,pred_B4,err_B1,err_B2,err_B3,err_B4,delta_B1,delta_B2,delta_B3,delta_B4
M20_weight_visibility_grid,DAMIMAS_A21B_0528,train,DAMIMAS,True,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0529,train,DAMIMAS,True,0.25,1,0,0,7,3,0,0,6,3,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0530,test,DAMIMAS,True,0.5,2,2,2,6,5,2,2,5,4,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0531,train,DAMIMAS,True,0.25,1,2,5,5,2,2,5,6,2,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0532,train,DAMIMAS,True,0.5,2,2,2,6,1,3,2,5,1,1,0,1,0,1,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0533,val,DAMIMAS,True,0.25,1,1,2,7,3,1,2,6,3,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0534,train,DAMIMAS,True,0.25,1,1,1,4,3,2,1,4,3,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0535,train,DAMIMAS,True,0.25,1,3,3,3,1,4,3,3,1,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0536,test,DAMIMAS,True,0.25,1,2,2,4,2,2,2,3,2,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0537,val,DAMIMAS,True,0.25,1,1,1,6,1,2,1,6,1,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0538,train,DAMIMAS,True,0.0,0,0,2,6,5,0,2,6,5,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0539,train,DAMIMAS,True,0.5,2,4,3,5,3,4,3,6,2,0,0,1,1,0,0,1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0540,train,DAMIMAS,True,0.25,1,3,0,3,3,4,0,3,3,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0541,test,DAMIMAS,True,0.0,0,2,1,3,2,2,1,3,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0542,train,DAMIMAS,True,0.0,0,2,2,5,4,2,2,5,4,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0543,train,DAMIMAS,True,0.0,0,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0544,train,DAMIMAS,True,0.25,1,2,3,3,5,2,3,2,5,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0545,train,DAMIMAS,False,0.5,2,1,0,9,1,1,0,11,1,0,0,2,0,0,0,2,0
M20_weight_visibility_grid,DAMIMAS_A21B_0546,test,DAMIMAS,True,0.75,3,2,4,7,4,2,3,6,3,0,1,1,1,0,-1,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0547,val,DAMIMAS,True,0.25,1,1,5,6,0,1,6,6,0,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0548,train,DAMIMAS,True,0.25,1,1,3,5,2,1,3,4,2,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0549,train,DAMIMAS,True,0.0,0,1,0,4,0,1,0,4,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0550,val,DAMIMAS,True,0.25,1,2,4,3,4,2,5,3,4,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0551,test,DAMIMAS,True,0.5,2,2,3,8,2,3,4,8,2,1,1,0,0,1,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0552,train,DAMIMAS,True,0.25,1,3,3,2,1,3,4,2,1,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0553,train,DAMIMAS,True,0.5,2,1,2,5,3,2,2,5,2,1,0,0,1,1,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0554,test,DAMIMAS,True,0.5,2,2,3,7,6,2,3,6,5,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0555,train,DAMIMAS,True,0.25,1,0,3,3,2,0,4,3,2,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0556,val,DAMIMAS,True,0.25,1,2,4,4,3,2,4,4,2,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0557,val,DAMIMAS,True,0.5,2,1,1,6,4,2,1,6,3,1,0,0,1,1,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0558,train,DAMIMAS,False,0.5,2,0,4,4,3,0,6,4,3,0,2,0,0,0,2,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0559,train,DAMIMAS,False,0.75,3,0,0,0,8,0,0,0,5,0,0,0,3,0,0,0,-3
M20_weight_visibility_grid,DAMIMAS_A21B_0560,train,DAMIMAS,True,0.0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0561,train,DAMIMAS,True,0.5,2,1,2,9,3,1,2,8,2,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0562,val,DAMIMAS,True,0.5,2,1,4,5,3,1,5,4,3,0,1,1,0,0,1,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0563,test,DAMIMAS,True,0.25,1,3,4,4,0,3,3,4,0,0,1,0,0,0,-1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0564,train,DAMIMAS,True,0.5,2,4,2,6,2,3,2,5,2,1,0,1,0,-1,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0565,train,DAMIMAS,True,0.25,1,0,0,8,4,0,0,8,3,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0566,train,DAMIMAS,True,0.25,1,0,6,5,2,0,7,5,2,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0567,train,DAMIMAS,True,0.0,0,2,5,6,1,2,5,6,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0568,train,DAMIMAS,True,0.25,1,2,3,5,3,2,3,4,3,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0569,train,DAMIMAS,True,0.25,1,2,2,7,2,3,2,7,2,1,0,0,0,1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0570,val,DAMIMAS,True,0.25,1,0,3,7,3,0,3,6,3,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0571,train,DAMIMAS,False,0.5,2,3,6,5,1,3,4,5,1,0,2,0,0,0,-2,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0572,train,DAMIMAS,True,0.25,1,2,3,3,1,2,3,2,1,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0573,train,DAMIMAS,True,0.5,2,0,4,6,5,0,3,6,4,0,1,0,1,0,-1,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0574,train,DAMIMAS,True,0.0,0,0,1,4,2,0,1,4,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0575,train,DAMIMAS,True,0.0,0,3,4,6,2,3,4,6,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0576,train,DAMIMAS,True,0.25,1,3,4,6,1,3,3,6,1,0,1,0,0,0,-1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0577,train,DAMIMAS,True,0.25,1,3,0,4,2,3,0,3,2,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0578,test,DAMIMAS,True,0.25,1,1,5,1,0,1,4,1,0,0,1,0,0,0,-1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0579,train,DAMIMAS,True,0.25,1,5,3,6,1,5,3,5,1,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0580,train,DAMIMAS,True,0.0,0,2,4,6,1,2,4,6,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0581,train,DAMIMAS,True,0.0,0,1,3,5,2,1,3,5,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0582,train,DAMIMAS,True,0.25,1,2,6,5,2,2,5,5,2,0,1,0,0,0,-1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0583,train,DAMIMAS,True,0.0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0584,train,DAMIMAS,True,0.0,0,1,3,5,1,1,3,5,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0585,train,DAMIMAS,True,0.0,0,2,2,4,3,2,2,4,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0586,val,DAMIMAS,True,0.25,1,0,3,4,2,0,3,3,2,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0587,train,DAMIMAS,True,0.0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0588,train,DAMIMAS,True,0.25,1,4,3,3,2,3,3,3,2,1,0,0,0,-1,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0589,train,DAMIMAS,True,0.25,1,1,2,10,1,1,2,9,1,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0590,train,DAMIMAS,True,0.5,2,4,2,4,4,4,2,3,3,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0591,test,DAMIMAS,True,0.0,0,2,5,5,1,2,5,5,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0592,train,DAMIMAS,True,0.25,1,1,1,6,0,1,1,5,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0593,val,DAMIMAS,True,0.0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0594,train,DAMIMAS,True,0.5,2,4,5,3,3,4,4,3,2,0,1,0,1,0,-1,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0595,val,DAMIMAS,True,0.0,0,3,4,6,0,3,4,6,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0596,train,DAMIMAS,True,0.25,1,0,2,8,4,0,2,8,3,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0597,train,DAMIMAS,True,0.0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0598,train,DAMIMAS,True,0.0,0,1,3,5,1,1,3,5,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0599,train,DAMIMAS,True,0.5,2,3,4,6,2,3,3,6,1,0,1,0,1,0,-1,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0600,train,DAMIMAS,True,0.0,0,3,2,7,4,3,2,7,4,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0601,test,DAMIMAS,True,0.25,1,0,0,5,1,0,0,6,1,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0602,train,DAMIMAS,True,0.5,2,4,4,5,3,4,4,4,2,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0603,train,DAMIMAS,True,0.0,0,2,4,3,1,2,4,3,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0604,train,DAMIMAS,True,0.0,0,0,3,2,1,0,3,2,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0605,train,DAMIMAS,True,0.25,1,2,2,6,3,2,2,6,2,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0606,train,DAMIMAS,True,0.25,1,1,5,4,4,1,4,4,4,0,1,0,0,0,-1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0607,train,DAMIMAS,True,0.0,0,4,4,4,1,4,4,4,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0608,train,DAMIMAS,True,0.0,0,0,2,8,3,0,2,8,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0609,val,DAMIMAS,True,0.25,1,1,2,5,3,1,2,4,3,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0610,train,DAMIMAS,True,0.25,1,0,6,4,2,0,6,3,2,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0611,train,DAMIMAS,True,0.0,0,0,6,5,0,0,6,5,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0612,val,DAMIMAS,True,0.25,1,0,1,8,0,0,1,7,0,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0613,train,DAMIMAS,True,0.25,1,0,1,4,1,0,1,3,1,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0614,val,DAMIMAS,True,0.75,3,2,5,5,4,2,6,4,3,0,1,1,1,0,1,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0615,train,DAMIMAS,True,0.25,1,3,5,3,1,3,6,3,1,0,1,0,0,0,1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0616,test,DAMIMAS,True,0.25,1,2,2,5,4,2,2,5,3,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0617,train,DAMIMAS,True,0.0,0,3,3,5,1,3,3,5,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0618,test,DAMIMAS,True,0.25,1,3,4,2,1,3,3,2,1,0,1,0,0,0,-1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0619,train,DAMIMAS,True,0.5,2,6,4,6,0,6,3,5,0,0,1,1,0,0,-1,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0620,train,DAMIMAS,True,0.0,0,2,1,9,2,2,1,9,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0621,train,DAMIMAS,True,0.25,1,3,3,8,2,3,3,7,2,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0622,train,DAMIMAS,True,0.25,1,2,6,3,2,2,5,3,2,0,1,0,0,0,-1,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0623,train,DAMIMAS,True,0.0,0,2,5,5,0,2,5,5,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0624,train,DAMIMAS,True,0.25,1,3,1,8,2,3,1,7,2,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0625,train,DAMIMAS,True,0.0,0,0,3,9,3,0,3,9,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0626,train,DAMIMAS,True,0.25,1,1,4,4,5,1,4,4,4,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0627,train,DAMIMAS,True,0.0,0,2,4,4,0,2,4,4,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0628,train,DAMIMAS,True,0.0,0,0,2,7,3,0,2,7,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0629,train,DAMIMAS,True,0.25,1,2,0,6,1,2,0,7,1,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0630,train,DAMIMAS,True,0.0,0,1,5,3,3,1,5,3,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0631,train,DAMIMAS,True,0.0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0632,train,DAMIMAS,False,0.75,3,3,4,10,4,3,4,8,3,0,0,2,1,0,0,-2,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0633,test,DAMIMAS,True,0.0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0634,train,DAMIMAS,True,0.25,1,4,5,4,3,4,5,3,3,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0635,train,DAMIMAS,True,0.5,2,3,7,5,3,3,6,4,3,0,1,1,0,0,-1,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0636,test,DAMIMAS,True,0.25,1,0,1,7,3,0,1,7,2,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0637,train,DAMIMAS,True,0.0,0,2,0,2,1,2,0,2,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0638,train,DAMIMAS,True,0.25,1,4,3,4,1,4,3,3,1,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0639,train,DAMIMAS,True,0.25,1,2,1,10,1,2,1,9,1,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0640,test,DAMIMAS,True,0.5,2,1,3,7,3,1,3,8,2,0,0,1,1,0,0,1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0641,train,DAMIMAS,True,0.25,1,3,3,5,4,3,3,5,3,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0642,test,DAMIMAS,True,0.25,1,1,1,3,3,1,1,3,2,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0643,test,DAMIMAS,True,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0644,train,DAMIMAS,True,0.25,1,0,2,7,3,0,2,8,3,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0645,train,DAMIMAS,True,0.25,1,0,0,5,2,0,0,6,2,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0646,train,DAMIMAS,True,0.0,0,0,4,5,2,0,4,5,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0647,train,DAMIMAS,True,0.0,0,0,4,7,0,0,4,7,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0648,train,DAMIMAS,True,0.25,1,0,0,8,3,0,0,7,3,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0649,val,DAMIMAS,True,0.25,1,0,1,9,3,0,1,8,3,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0650,train,DAMIMAS,True,0.5,2,2,2,6,3,2,2,5,2,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0651,val,DAMIMAS,True,0.0,0,2,2,5,4,2,2,5,4,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0652,val,DAMIMAS,True,0.25,1,2,3,4,2,2,3,4,1,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0653,train,DAMIMAS,True,0.25,1,2,1,6,3,2,1,5,3,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0654,test,DAMIMAS,True,0.5,2,3,6,3,4,3,5,3,3,0,1,0,1,0,-1,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0655,train,DAMIMAS,True,0.25,1,2,1,7,2,2,1,6,2,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0656,train,DAMIMAS,False,0.75,3,2,0,9,5,2,0,8,3,0,0,1,2,0,0,-1,-2
M20_weight_visibility_grid,DAMIMAS_A21B_0657,test,DAMIMAS,True,0.25,1,1,2,7,5,1,2,7,4,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0658,test,DAMIMAS,True,0.25,1,1,2,3,1,1,2,2,1,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0659,train,DAMIMAS,True,0.0,0,1,1,8,2,1,1,8,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0660,train,DAMIMAS,True,0.0,0,0,2,5,3,0,2,5,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0661,train,DAMIMAS,True,0.5,2,1,2,8,3,1,2,7,2,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0662,val,DAMIMAS,True,0.0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0663,val,DAMIMAS,True,0.25,1,0,2,9,3,0,2,8,3,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0664,train,DAMIMAS,True,0.0,0,1,2,9,3,1,2,9,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0665,train,DAMIMAS,True,0.0,0,3,3,6,1,3,3,6,1,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0666,train,DAMIMAS,True,0.0,0,0,0,4,3,0,0,4,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0667,train,DAMIMAS,True,0.25,1,2,1,6,2,2,1,5,2,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0668,train,DAMIMAS,True,0.0,0,2,1,7,5,2,1,7,5,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0669,train,DAMIMAS,True,0.5,2,3,1,9,3,3,1,10,2,0,0,1,1,0,0,1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0670,train,DAMIMAS,True,0.25,1,1,3,2,5,1,3,2,4,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0671,train,DAMIMAS,True,0.0,0,1,1,8,3,1,1,8,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0672,test,DAMIMAS,True,0.0,0,1,2,6,4,1,2,6,4,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0673,train,DAMIMAS,True,0.25,1,2,1,7,2,2,1,8,2,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0674,test,DAMIMAS,True,0.0,0,2,2,4,2,2,2,4,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0675,train,DAMIMAS,True,0.25,1,1,2,5,5,1,2,6,5,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0676,train,DAMIMAS,True,0.25,1,1,3,6,5,1,3,5,5,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0677,train,DAMIMAS,True,0.0,0,2,2,5,5,2,2,5,5,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0678,test,DAMIMAS,True,0.0,0,1,4,4,2,1,4,4,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0679,train,DAMIMAS,True,0.5,2,0,4,7,3,0,5,8,3,0,1,1,0,0,1,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0680,train,DAMIMAS,True,0.0,0,0,3,11,3,0,3,11,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0681,train,DAMIMAS,True,0.25,1,2,1,10,4,2,1,10,3,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0682,val,DAMIMAS,True,0.25,1,3,2,3,5,3,2,3,6,0,0,0,1,0,0,0,1
M20_weight_visibility_grid,DAMIMAS_A21B_0683,val,DAMIMAS,True,0.0,0,2,2,7,5,2,2,7,5,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0684,val,DAMIMAS,True,0.0,0,1,2,10,2,1,2,10,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0685,train,DAMIMAS,True,0.0,0,2,1,6,4,2,1,6,4,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0686,train,DAMIMAS,True,0.25,1,3,2,6,2,3,2,5,2,0,0,1,0,0,0,-1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0687,test,DAMIMAS,True,0.5,2,0,3,7,3,0,3,6,2,0,0,1,1,0,0,-1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0688,train,DAMIMAS,True,0.25,1,2,1,8,4,2,1,8,3,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0689,train,DAMIMAS,True,0.25,1,0,4,5,5,0,4,5,4,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0690,train,DAMIMAS,True,0.0,0,1,1,2,4,1,1,2,4,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0691,train,DAMIMAS,True,0.25,1,0,2,7,3,0,2,7,2,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0692,train,DAMIMAS,True,0.25,1,1,2,5,1,1,2,6,1,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0693,train,DAMIMAS,True,0.0,0,1,2,9,3,1,2,9,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0694,train,DAMIMAS,True,0.0,0,2,0,6,0,2,0,6,0,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0695,train,DAMIMAS,True,0.25,1,2,2,6,4,2,2,6,3,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0696,train,DAMIMAS,True,0.25,1,0,1,7,3,0,1,8,3,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0697,val,DAMIMAS,True,0.25,1,1,1,7,3,1,1,8,3,0,0,1,0,0,0,1,0
M20_weight_visibility_grid,DAMIMAS_A21B_0698,train,DAMIMAS,True,0.5,2,3,0,5,4,3,0,6,3,0,0,1,1,0,0,1,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0699,train,DAMIMAS,True,0.25,1,0,2,5,5,0,2,5,4,0,0,0,1,0,0,0,-1
M20_weight_visibility_grid,DAMIMAS_A21B_0700,train,DAMIMAS,True,0.0,0,3,2,3,3,3,2,3,3,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0701,train,DAMIMAS,True,0.0,0,1,2,9,2,1,2,9,2,0,0,0,0,0,0,0,0
M20_weight_visibility_grid,DAMIMAS_A21B_0702,train,DAMIMAS,False,0.5,2,1,0,5,2,1,0,7,2,0,0,2,0,0,0,2,0
M20_weight_visibility_grid,DAMIMAS_A21B_0703,val,DAMIMAS,True,0.0,0,2,2,8,1,2,2,8,1,0,0,0,0,0,0,0,0
